"TID_INTRO_MESSAGE_TITLE","BIENVENIDO A HADES' STAR"
"TID_BS_SEARCHING_HINT_4","Equipar tu nave de combate con los módulos correctos puede ser clave para ganar estrellas azules. Ve repeticiones anteriores para analizar la estrategia de otros jugadores y experimenta con módulos nuevos."
"TID_BS_SEARCHING_HINT_5","El objetivo de la estrella azul es sobrevivir más tiempo que las demás naves de combate. Evita entrar en combate con naves Cerbero o úsalas contra los otros jugadores."
"TID_BS_RANKED","CLASIFICATORIA"
"TID_BS_WAIT_FOR_RANKED","ESPERA PARA PARTIDA CLASIFICATORIA:"
"TID_MISSIONS_DLG_ELAPSED_SEARCH_TIME","Tiempo de búsqueda transcurrido: "
"TID_BS_2X_CREDIT_EVENT_ACTIVE","EVENTO DE DOBLE RECOMPENSA DE CRÉDITOS"
"TID_BS_2X_CREDIT_EVENT_TITLE","EVENTO ACTIVO"
"TID_BS_2X_CREDIT_EVENT_DESCR","¡Recibirás el doble de recompensa de créditos de las estrellas azules!\n\nEl evento termina en {0}"
"TID_BLS_REWARDS_TITLE","RECOMPENSAS DE ESTRELLAS AZULES"
"TID_BLS_REWARDS_DESCR","Participa en varias estrellas azules todos los días hasta que llenes las barras de recompensas garantizadas. El número de recompensas diarias máximas que puedes conseguir aumentará a medida que progreses en el juego.\n\nLas victorias en estrellas azules te dan más recompensas, lo que ayuda a llenar las barras diarias más rápido."
"TID_BLS_REWARDS_RESET_TIME_LEFT","Las recompensas diarias de estrellas azules se restablecen en {0}."
"TID_BLS_REWARD_CREDIT_DETAILS","La cantidad de créditos que ganas tras cada partida depende de tu posición final en la estrella azul.\n\nEl máximo de recompensas de créditos diarias que puedes obtener de todas las estrellas azules depende del nivel de mejora de tu nave de combate."
"TID_BLS_REWARD_HYDRO_DETAILS","La cantidad de hidrógeno que ganas tras cada partida depende de tu posición final en la estrella azul.\n\nEl máximo de recompensas de hidrógeno diarias que puedes obtener de todas las estrellas azules depende de la capacidad de almacenamiento de hidrógeno total de tu imperio, hasta un máximo global de {0}."
"TID_BLS_NUM_RANKED_MATCHES_PLAYED_OUT_OF_MAX","{0}/{1} PARTIDAS CLASIFICATORIAS JUGADAS"
"TID_BLS_JUMP_LOW_HP_WARN","Tu nave de combate tiene poca salud. ¿Seguro que quieres hacer que salte a una estrella azul?"
"TID_RELAY_HUD_SELECT_SECTOR","ELIGE UN SECTOR EN EL QUE ACTIVAR EL RELÉ"
"TID_ERR_SECTOR_NO_SHIPMENTS","Este Sector no contiene ningún Envío."
"TID_RELAY_CONFIRM_SPEND","¿Quieres activar el RELÉ DE ENVÍOS de este sector? Esto entregará {0} envíos de forma inmediata."
"TID_RELAY_BONUS_LEVEL_PROMPT","SELECCIONAR NIVEL DE BONIFICACIÓN"
"TID_ACTIVATE_SHIPMENT_RELAY","ACTIVAR RELÉ"
"TID_RELAY_PAYOUT","• Envíos base: <sprite name=''cr''> <c1>{0}</color>\n• Bonificaciones: <sprite name=''cr''> <c1>{1}</color>\n• Ingresos totales: <sprite name=''cr''> <c1>{2}</color>"
"TID_PLAYER_DETAILS_VISIT","Visitar estrella"
"TID_PLAYER_DETAILS_VIEW","Detalles del jugador"
"TID_PLAYER_DETAILS_VIEWCORP","Ver corporación"
"TID_PLAYER_DETAILS_INVITE","Invitar"
"TID_PLAYER_DETAILS_INVITE_SENT","Has invitado a este jugador a unirse a tu corporación"
"TID_PLAYER_DETAILS_INVITE_FAIL_1","Invitación fallida. El jugador ya está en una corporación."
"TID_PLAYER_DETAILS_YOUR_PROFILE","Tu perfil"
"TID_PLAYER_DETAILS_PROMOTE","Ascender"
"TID_PLAYER_DETAILS_DEMOTE","Degradar"
"TID_PLAYER_DETAILS_KICK","Expulsar"
"TID_PLAYER_DETAILS_CONFIRM_KICK","¿Seguro que quieres expulsar a {0} de tu corporación?"
"TID_PLAYER_DETAILS_PROMOTE_TO_LEADER","¿Te gustaría convertir a {0} en el nuevo primer oficial? Te convertirás en oficial."
"TID_PLAYER_DETAILS_PROMOTE_MSG","Has ascendido a {0}."
"TID_PLAYER_DETAILS_DEMOTE_MSG","Has degradado a {0}."
"TID_CHAT_MESSAGE_DELETE","Eliminar mensaje"
"TID_CHAT_MESSAGE_DELETE_CONFIRM","¿Seguro que quieres eliminar este mensaje?"
"TID_PLAYER_DIPLOMACY_DLG_TITLE","DATOS JUGADOR"
"TID_PLAYER_DIPLOMACY_DLG_END_DIPLOMACY","Finalizar relaciones diplomáticas"
"TID_PLAYER_DIPLOMACY_STAT_DURATION","EN DIPLOMACIA DURANTE"
"TID_ERROR_CANNOT_ACCEPT_DIPLO_REQUEST","No puedes aceptar esta solicitud. Los otros jugadores no tienen ninguna estación diplomática libre."
"TID_PLAYER_DIPLOMACY_DLG_GRAPH_TODAY","Hoy"
"TID_ASTEROID_FIELD_DESCR","Los campos de asteroides contienen hidrógeno. Puedes recogerlo con el tiempo usando naves mineras."
"TID_CR_ASTEROID_FIELD","Campo de asteroides ricos"
"TID_CR_ASTEROID_FIELD_DESCR","Este campo de asteroides especial añadirá una cantidad de créditos única al imperio de su propietario una vez completada la extracción. Los campos de asteroides ricos son poco comunes y solo aparecen una vez al día para cada jugador en las estrellas rojas."
"TID_BS_ASTEROID_FIELD_DESCR","En este campo de asteroides ya no queda hidrógeno, así que solo podrás usarlo como punto de ruta de navegación."
"TID_MOON_DESCR","Las lunas producen envíos que se pueden entregar en otras lunas, planetas o estaciones comerciales a cambio de recompensas."
"TID_STAR_OWNER","PROPIETARIO"
"TID_STAR_OWNER_DESCR","El propietario de una estrella controla mediante relaciones diplomáticas qué imperios acceden a ella."
"TID_STAR_DISCOVER_DATE","DESCUBIERTA EL"
"TID_STAR_CONDITION","ESTADO"
"TID_STAR_CONDITION_STABLE","Estable"
"TID_STAR_CONDITION_STABLE_DESCR","Esta estrella no corre peligro de convertirse en supernova en el futuro cercano."
"TID_STAR_CONDITION_SUPERNOVA","Supernova inminente"
"TID_STAR_CONDITION_SUPERNOVA_TIMER","Supernova en {0}"
"TID_STAR_CONDITION_SUPERNOVA_DESCR","Esta estrella explotará pronto. Las naves o estructuras que queden aquí se destruirán."
"TID_STAR_SYSTEM_SIZE_0","Pequeño"
"TID_STAR_SYSTEM_SIZE_1","Grande"
"TID_STAR_SYSTEM_SIZE","TAMAÑO DEL SISTEMA ESTELAR"
"TID_STAR_SYSTEM_SIZE_DESCR","Cuanto más grande sea el sistema estelar, más tiempo e hidrógeno necesitarás para mover las naves."
"TID_SECURITY_RATING","CLASIFICACIÓN DE SEGURIDAD"
"TID_SECURITY_RATING_S","Seguro"
"TID_SECURITY_RATING_PS","Parcialmente seguro"
"TID_SECURITY_RATING_NS","No es seguro"
"TID_SECURITY_RATING_YS_DESCR","En este sistema estelar no puede haber combates entre fuerzas controladas por el jugador. Las naves perdidas en combate contra Cerbero regresarán a un planeta seguro."
"TID_SECURITY_RATING_RS_DESCR","En este sistema estelar no puede haber combates entre fuerzas controladas por el jugador. Las naves perdidas en combate contra naves Cerbero saltarán a casa sanas y salvas. Las naves perdidas contra supernova se perderán de forma permanente."
"TID_SECURITY_RATING_WS_DESCR","Tus naves abrirán fuego contra las naves de jugadores de otras corporaciones. Las naves perdidas en combate saltarán a casa sanas y salvas. Las naves perdidas contra supernova se perderán de forma permanente."
"TID_SECURITY_RATING_BLS_DESCR","Tus naves abrirán fuego contra las de todos los demás jugadores. Las naves perdidas, sea por la causa que sea, en estrellas azules saltarán a casa sanas y salvas."
"TID_SECURITY_RATING_DRS_DESCR","En este sistema estelar no puede haber combates entre fuerzas controladas por el jugador. Las naves perdidas en combate contra naves Cerbero o contra supernova se perderán de forma permanente."
"TID_FLEET_HULL_STRENGTH_MAX","FUERZA MÁX. DEL CASCO"
"TID_FLEET_HULL_STRENGTH_INFO","La fuerza del casco actual y máxima de esta nave. Cuando la fuerza del casco llegue a 0, la nave se destruirá."
"TID_FLEET_HULL_STRENGTH_INFO_MAX","Indica la fuerza defensiva máxima de esta nave."
"TID_FLEET_HULL_STRENGTH","FUERZA DEL CASCO"
"TID_FLEET_HEAL_RATE","VELOCIDAD DE REPARACIÓN"
"TID_FLEET_HEAL_RATE_DESCR","La cantidad de puntos del casco que se repara por segundo cuando la nave está atracada en un planeta o estación en la estrella natal."
"TID_FLEET_SHIELD_STRENGTH","FUERZA DE ESCUDO"
"TID_FLEET_SHIELD_STRENGTH_INFO","Los escudos proporcionan una cobertura extra al casco de la nave. Cuando un escudo se agota, su casco empieza a recibir daños."
"TID_DESTROYER_AREADAMAGE","CANTIDAD DE DAÑO DE ÁREA"
"TID_DESTROYER_AREADAMAGERANGE","DISTANCIA DE DAÑO DE ÁREA"
"TID_FLEET_SENTINELS_SPAWNED","CENTINELAS PRODUCIDOS"
"TID_FLEET_SENTINELS_SPAWNED_DESCR","El número de centinelas que aparecerán después de que se destruya la nave"
"TID_FLEET_DPM","DAÑO POR SEGUNDO"
"TID_FLEET_DPM_INFO","El daño por segundo que esta nave inflige a la nave objetivo."
"TID_ATTACK_RANGE","DISTANCIA DE ATAQUE"
"TID_FLEET_SHIPMENT_TITLE","ENVÍO"
"TID_FLEET_SHIPMENT_INFO","{0} ({1})"
"TID_OWNER","Propiedad de {0}"
"TID_COLONIZED_BY","Colonizado por {0}"
"TID_CERBERUS_STATION_SPAWN_LABEL","NAVES PRODUCIDAS"
"TID_CERBERUS_STATION_ATTACK_RANGE","DISTANCIA DE ATAQUE"
"TID_CERBERUS_STATION_ATTACK_DAMAGE","DAÑO POR SEGUNDO"
"TID_CERBERUS_STATION_HULL_LABEL","FUERZA DEL CASCO"
"TID_CERBERUS_STATION_SHIELD_LABEL","FUERZA DE ESCUDO"
"TID_CERBERUS_STATION_SHIELD_REGEN_LABEL","REGENERACIÓN DEL ESCUDO"
"TID_CERBERUS_STATION_SHIELD_REGEN_DELAY","DEMORA EN LA REGENERACIÓN"
"TID_CERBERUS_STATION_SHIELD_REGEN_DELAY_INFO","La cantidad de tiempo que tarda un escudo en empezar a regenerarse después de recibir daño."
"TID_FLEET_HYDRO_CAPACITY","ALMACENAMIENTO DE HIDRÓGENO USADO"
"TID_FLEET_HYDRO_CAPACITY_INFO","Cuando el almacenamiento de hidrógeno esté lleno, devuelve la nave a cualquiera de tus planetas para depositarlo."
"TID_FLEET_HYDRO_USAGE","HIDRÓGENO USADO"
"TID_FLEET_HYDRO_USAGE_VALUE","{0}/100 UA"
"TID_FLEET_HYDRO_USAGE_DESCR","El hidrógeno que usa la nave durante un viaje (incluidos los módulos instalados)."
"TID_FLEET_SLOTS_0","RANURAS DE MÓDULOS (TRANSPORTE)"
"TID_FLEET_SLOTS_0_DESCR","Las ranuras que tiene esta nave para instalar módulos de comercio."
"TID_FLEET_SLOTS_1","RANURAS DE MÓDULOS (EXTRACCIÓN)"
"TID_FLEET_SLOTS_1_DESCR","El número de ranuras de la nave para instalar módulos de extracción."
"TID_FLEET_SLOTS_2","RANURAS DE MÓDULOS (ASISTENCIA)"
"TID_FLEET_SLOTS_2_DESCR","Las ranuras que tiene esta nave para instalar módulos de combate."
"TID_FLEET_SLOTS_3","RANURAS DE MÓDULOS (ARMA)"
"TID_FLEET_SLOTS_3_DESCR","El número de ranuras de la nave para instalar módulos de armas."
"TID_FLEET_SLOTS_4","RANURAS DE MÓDULOS (ESCUDO)"
"TID_FLEET_SLOTS_4_DESCR","El número de ranuras de la nave para instalar módulos de escudos."
"TID_FLEET_SLOTS_5","RANURAS DE MÓDULOS (DRON)"
"TID_FLEET_SLOTS_5_DESCR","Las ranuras que tiene esta nave para instalar módulos de dron."
"TID_PLANET_LEVEL_DESCR","NIVEL DEL PLANETA"
"TID_PLANET_LEVEL_INFO","Los planetas de más nivel producen más envíos y pueden almacenar más recursos."
"TID_FLEET_SPEED","VELOCIDAD MÁXIMA"
"TID_SPEED_DIST_PER_MINUTE","{0} UA/{1}"
"TID_SHIPYARD_CAPACITY","CAPACIDAD DE LA FLOTA"
"TID_SHIPYARD_CAPACITY_DESCR","La cantidad de naves que tu imperio puede mantener."
"TID_BUILDING_LEVEL_DESCR","NIVEL DE LA ESTACIÓN"
"TID_HARVESTER_HYDRO_PER_DAY_INFO","HIDRÓGENO DETECTADO"
"TID_HARVESTER_HYDRO_PER_DAY_INFO_DESCR","La cantidad total de hidrógeno que el recolector de estrellas detectará cada día. Se genera hidrógeno nuevo a través de los campos de asteroides escaneados, cerca de los escáneres de corto alcance del sistema."
"TID_DISBAND_SHIP_BUTTON","Desintegrar"
"TID_UPGRADE_BUTTON","MEJORAR"
"TID_UPGRADE_SHIP_DESIGN","MEJORAR DISEÑO DE NAVE"
"TID_INFO_VALUE_PER_HR","{0}/h"
"TID_INFO_VALUE_PER_SEC","{0}/s"
"TID_INFO_VALUE_PER_DAY","{0}/d"
"TID_INSTALLED_MODULES_AREA_TITLE","MÓDULOS INSTALADOS:"
"TID_SECTOR_UNLOCK_PRICE","PRECIO DE ESCANEO"
"TID_SECTOR_UNLOCK_TIME","TIEMPO DE ESCANEO"
"TID_UNEXPLORED_SECTOR","Sector inexplorado"
"TID_UNEXPLORED_SECTOR_DESCR","Una zona inexplorada del espacio. Construye un escáner de corto alcance en un sector adyacente para explorar."
"TID_EXPLORED_SECTOR_DESCR","Los sectores dividen el espacio que rodea a una estrella en zonas más pequeñas. Algunos módulos y otras mecánicas de juego operan en los sectores."
"TID_SECTOR_DISPLAY_NAME","Sector {0}"
"TID_SECTOR_NEXT_ASTEROID_SPAWN","Produciendo campo de asteroides"
"TID_SECTOR_ASTEROIDS_FULL","Capacidad de asteroide al máximo."
"TID_ASTERID_FIELD_HYDROGEN_REMAINING","HIDRÓGENO EN ESTE ASTEROIDE"
"TID_ASTEROID_FIELD_LIFETIME","ESPERANZA DE VIDA"
"TID_ASTEROID_FIELD_LIFETIME_DESCR","La esperanza de vida de los campos de asteroides escaneados es limitada. Cuando el tiempo acaba, desaparecen."
"TID_ASTERID_FIELD_CREDIT_REWARD","CRÉDITOS ALMACENADOS"
"TID_TOTAL_HYDRO_IN_SECTOR","HIDRÓGENO TOTAL EN EL SECTOR"
"TID_GENESIS_COOLDOWN","ENFRIAMIENTO DE GÉNESIS"
"TID_ENRICH_COOLDOWN","ENFRIAMIENTO DE ENRICH"
"TID_NEW_HYDRO_PER_DAY","HIDRÓGENO NUEVO AL DÍA"
"TID_NEW_HYDRO_PER_DAY_DESCR","La cantidad máxima de hidrógeno que pueden contener los asteroides recién generados en este sector. A lo largo del día se van generando asteroides nuevos."
"TID_STATION_UPG_SHIPMENT_YIELD","PRODUCCIÓN DE ENVÍOS"
"TID_STATION_UPG_SHIPMENT_YIELD_DESCR","La recompensa de créditos que generan los envíos de la estación cada día."
"TID_SHIPMENT_GEN_PERIOD","PERIODO DE ENVÍO NUEVO"
"TID_SHIPMENT_GEN_PERIOD_DESCR","La cantidad de tiempo que hace falta para que este planeta produzca un envío nuevo. Todos los planetas generarán sus envíos por completo en 24 horas, sin importar la capacidad de envíos máxima que tengan."
"TID_NUM_SHIPMENTS_MAX","ENVÍOS MÁXIMOS"
"TID_NUM_SHIPMENTS_MAX_DESCR","La cantidad máxima de envíos que puede albergar este planeta."
"TID_SHIP_EDIT_MODULES","Editar módulos"
"TID_REDSCANNER_MAX_BATTLESHIPS","LÍMITE DE NAVES DE COMBATE"
"TID_REDSCANNER_MAX_BATTLESHIPS_HINT","Cantidad máxima de naves de combate que pueden enviarse por el escáner a estrellas rojas de nivel máximo. Pueden enviarse otros tipos de naves libremente."
"TID_REDSCANNER_MAX_STAR_LEVEL","NIVEL MÁX. DE LA ESTRELLAS ROJAS"
"TID_REDSCANNER_MAX_STAR_LEVEL_HINT","Las estrellas rojas de más nivel tienen artefactos de más calidad y fuerzas de Cerbero más potentes."
"TID_REDSCANNER_MAX_INFLUENCE","PODER IMPERIAL MÁXIMO"
"TID_REDSCANNER_MAX_INFLUENCE_DESCR","La cantidad máxima de PODER IMPERIAL que el propietario puede conseguir al participar en estrellas rojas del nivel máximo que permite este escáner."
"TID_REDSCANNER_CREDITS_PER_DAY","CANTIDAD DE ASTEROIDES RICOS"
"TID_REDSCANNER_CREDITS_PER_DAY_DARK","CANTIDAD DE ASTEROIDES RICOS (ESTRELLAS ROJAS OSCURAS)"
"TID_REDSCANNER_CREDITS_PER_DAY_DESCR","Cantidad de créditos que pueden obtenerse al día mediante la extracción de asteroides ricos en la estrella roja de nivel máximo permitida por este escáner."
"TID_REDSCANNER_OPTIMAL_INFLUENCE","PODER IMPERIAL ÓPTIMO"
"TID_REDSCANNER_OPTIMAL_INFLUENCE_DESCR","El éxito en estrellas rojas de nivel máximo permitidas por el escáner generará la mayor cantidad de PODER IMPERIAL cuando el PODER IMPERIAL del jugador sea inferior a este valor."
"TID_REDSCANNER_CREDITS_COUNTDOWN","ASTEROIDE RICO DISPONIBLE"
"TID_REDSCANNER_CREDITS_COUNTDOWN_DESC","Indica cuándo estará disponible el próximo campo de asteroides ricos en una estrella roja."
"TID_REDSCANNER_RICH_DRS_COUNTDOWN","ARTEFACTOS DE ESTRELLA ROJA OSCURA RICOS DISPONIBLES"
"TID_REDSCANNER_RICH_DRS_COUNTDOWN_DESC","Indica cuándo aparecerán los próximos artefactos ricos en una estrella roja oscura. Los artefactos ricos tienen un rendimiento de investigación muy superior, pero solo aparecen en el primer escaneo de estrella roja oscura diario."
"TID_REDSCANNER_HYDRO_SEARCH_COST","COSTE DE ESCANEO"
"TID_REDSCANNER_HYDRO_SEARCH_COST_DESCR","La cantidad de hidrógeno que cuesta iniciar un escaneo para una estrella roja en el nivel máximo permitido."
"TID_TRANSPORT_CAPACITY","RANURAS DE CARGAMENTO BÁSICO"
"TID_TRANSPORT_CAPACITY_DESCR","Las ranuras disponibles para cargar envíos y artefactos. Los módulos adicionales pueden afectar a esta capacidad."
"TID_TRANSPORT_CAPACITY_TOTAL","RANURAS DE CARGAMENTO TOTALES"
"TID_TRANSPORT_CAPACITY_TOTAL_DESCR","Las ranuras disponibles para cargar envíos y artefactos, incluidos los efectos de los módulos instalados."
"TID_HYDRO_CAPACITY","CAPACIDAD DE HIDRÓGENO BÁSICA"
"TID_HYDRO_CAPACITY_DESCR","El almacenamiento disponible para el hidrógeno extraído. Los módulos adicionales pueden afectar a esta capacidad."
"TID_HYDRO_CAPACITY_TOTAL","CAPACIDAD TOTAL DE HIDRÓGENO"
"TID_HYDRO_CAPACITY_TOTAL_DESCR","El almacenamiento disponible para almacenar el hidrógeno extraído, incluidos los efectos de los módulos instalados."
"TID_MINER_MINE_SPEED","VELOCIDAD DE EXTRACCIÓN BÁSICA"
"TID_MINER_MINE_SPEED_CURRENT","VELOCIDAD DE EXTRACCIÓN ACTUAL"
"TID_MINER_MINE_SPEED_VALUE","{0}/min"
"TID_MINER_MINE_SPEED_DESCR","La velocidad de extracción básica de esta nave minera. La instalación de módulos nuevos puede afectar a este valor básico."
"TID_MINER_AUTO_SECTORS","SECTORES EXTRACCIÓN"
"TID_MINER_AUTO_SECTORS_DESCR","El número de sectores en los que la nave minera trabajará automáticamente antes de recibir órdenes."
"TID_DRONE_LIFETIME","ESPERANZA DE VIDA"
"TID_DRONE_LIFETIME_DESCR","Los drones tienen una esperanza de vida corta. Cuando se acabe el tiempo, el dron se destruirá."
"TID_TURRET_SETUP_TIME","TIEMPO DE PREPARACIÓN"
"TID_FINISH_REPAIRS_NOW","Acabar reparaciones"
"TID_RELAY_DURATION","ACTIVAR DURACIÓN"
"TID_RELAY_DURATION_DESCR","La cantidad de tiempo que el relé estará activo en cada sector cubierto."
"TID_RELAY_SHIPMENTS_PER_HOUR","ENVÍOS POR HORA"
"TID_RELAY_SHIPMENTS_PER_HOUR_DESCR","El máximo de envíos realizados automáticamente por hora y por cada sector en que el relé esté activo."
"TID_RELAY_BONUS_PCT","BONIFICACIÓN DE ENTREGA MÁXIMA"
"TID_RELAY_BONUS_PCT_DESCR","La bonificación adicional máxima de crédito que se aplicará cuando un envío se entregue a través del relé."
"TID_RELAY_COST_PER_SHIPMENT","COSTE MÁXIMO POR ENVÍO"
"TID_RELAY_COST_PER_SHIPMENT_DESCR","La cantidad máxima de hidrógeno que usa el relé por cada envío entregado. Cuando mejores el relé, podrás elegir un coste de hidrógeno por envío más pequeño, pero con menos créditos de bonificación."
"TID_RELAY_MAX_SECTORS","SECTORES MÁX."
"TID_RELAY_MAX_SECTORS_DESCR","La cantidad máxima de sectores en los que el relé puede estar activo a la vez."
"TID_SPAWNER_DELAY","DEMORA DE PRODUCCIÓN"
"TID_SPAWNER_DELAY_DESCR","La cantidad de tiempo que hace falta para producir naves, después de que aparezca este portal de salto."
"TID_SPAWNER_NUM_SPAWNED","NAVES PRODUCIDAS"
"TID_SPAWNER_NUM_SPAWNED_DESCR","La cantidad de naves Cerbero que producirá este portal de salto."
"TID_SPAWNER_MAX_RADIUS","RADIO DE PRODUCCIÓN MÁXIMO"
"TID_SPAWNER_MAX_RADIUS_DESCR","La distancia máxima desde el centro del portal de salto por el que pueden aparecer las naves Cerbero que se producen."
"TID_SPAWNER_PROGRESS","Produciendo naves..."
"TID_EMP_RESIST","RESISTENCIA A PEM"
"TID_EMP_RESIST_DESCR","El tiempo de desactivación se reduce este porcentaje cuando se usa el módulo PEM contra esta nave."
"TID_BLUESCANNER_DAILY_PERIOD_COUNTDOWN","RECOMPENSAS DIARIAS DISPONIBLES"
"TID_BLUESCANNER_DAILY_PERIOD_COUNTDOWN_DESCR","Indica cuándo se rellena tu barra de recompensas diarias para las estrellas azules. Esto incluye el contador de partidas clasificatorias diarias."
"TID_INFO_REWARD_AVAILABLE_NOW","YA"
"TID_FLEET_MAX_TARGETS","MÁXIMO DE OBJETIVOS"
"TID_PROJECTILE_DAMAGE_MODIFIER","MODIFICADOR DE DAÑO"
"TID_PROJECTILE_DAMAGE_MODIFIER_DESCR","Uno o más módulos aplicaron este modificador al proyectil en el lanzamiento. Se aplicará a las cantidades de daño al impactar."
"TID_DRS_FAIL_NO_FREE_SHIP_SLOTS","Error al unirse a la estrella roja oscura. Otros jugadores ya han hecho saltar el número máximo de naves de combate permitidas."
"TID_JOIN_RS_FAIL_STAR_SUPERNOVA","Esta estrella roja se ha convertido en supernova."
"TID_JOIN_RS_FAIL_STAR_FULL","Esta estrella roja no tienen ninguna ranura libre para jugadores."
"TID_JOIN_RS_FAIL_STAR_TOO_LATE","No puedes unirte a una estrella roja que esté tan cerca de supernova."
"TID_INFO_AUTO_ACTIVATE_STEALTH","El SIGILO se activa automáticamente."
"TID_INFO_AUTO_ACTIVATE_STEALTH_HINT","El SIGILO se activará justo antes de que un arma enemiga de corto alcance se fije en la Nave de transporte."
"TID_INFO_AUTO_ACTIVATE_VENGEANCE_SHIELD","VENGANZA activa automáticamente ESCUDO."
"TID_INFO_AUTO_ACTIVATE_VENGEANCE_SHIELD_HINT","La VENGANZA también activará el escudo de la Nave de combate cuando se active."
"TID_CUSTOMIZE_OBJECT","PERSONALIZAR"
"TID_CUSTOMIZE_PLANET_INFO","Selecciona una apariencia nueva para este planeta."
"TID_CUSTOMIZE_STAR_INFO","Selecciona una apariencia nueva para esta estrella."
"TID_CUSTOMIZE_PURCHASE_INFO","Podrás cambiar entre la apariencia original y las que compres en cualquier momento."
"TID_APPLY_CUSTOMIZATION_CONFIRM","¿Comprar esta apariencia? Podrás cambiar entre esta apariencia y las otras en tu propiedad (incluida la original) en cualquier momento."
"TID_APPEARANCE_NUMBER","APARIENCIA N.º {0}"
"TID_LEADERBOARDS_DLG_TITLE","MARCADORES"
"TID_LEADERBOARDS_DLG_TOP_PLAYERS","MEJORES JUGADORES"
"TID_LEADERBOARDS_DLG_TOP_CORPS","MEJORES CORPORACIONES"
"TID_LEADERBOARDS_DIALOG_COLUMN_NAME","Nombre"
"TID_LEADERBOARD_SHIP_XP","EXP"
"TID_SHIP_STAT_XP","EXP"
"TID_SHIP_STAT_XP_INFO","La EXP se obtiene al infligir daño a las naves de combate de otro jugador en las estrellas blancas."
"TID_SHIP_XP_EVENT_TITLE","EVENTO DE MARCADORES DE NAVES"
"TID_SHIP_XP_EVENT_ENDS_IN","TERMINA: {0}"
"TID_SHIP_XP_EVENT_ENDED","EL EVENTO HA TERMINADO"
"TID_SHIP_XP_EVENT_AWARD","¡El evento de marcadores de naves de combate ha terminado! Eres el propietario de una nave en la posición {0} del marcador. Has ganado: <sprite name=''pc''> <c3>{1}</color>"
"TID_PRIVATE_RS_EVENT_TITLE","EVENTO DE ESTRELLAS ROJAS PRIVADAS"
"TID_PRIVATE_RS_EVENT_INFO","¡Ayuda a tu corporación a ganar en estrellas rojas privadas y asciende en el marcador! Cada vez que finalice un evento de estrellas rojas privadas, tu corporación ganará puntos dependiendo del nivel de las estrellas rojas, cuántos artefactos se hayan recogido y cuántas naves Cerbero se hayan eliminado.\n\nTodos los miembros de las mejores corporaciones en el momento en que finalice el evento conseguirán cristales:\n\nLas {3} mejores: <sprite name=''pc''> <color>{0}</color>\nLas {4} mejores: <sprite name=''pc''> <color>{1}</color>\nLas {5} mejores: <sprite name=''pc''> <color>{2}</color>"
