"TID_INTRO_MESSAGE_TITLE","BENVENUTO A HADES' STAR"
"TID_DISTINCTION_TOP1_DESCR","Questo giocatore è arrivato al numero 1 al mondo"
"TID_DISTINCTION_TOP1_10D","Governatore"
"TID_DISTINCTION_TOP1_10D_DESCR","Questo giocatore è stato numero 1 al mondo per più di 10 giorni"
"TID_DISTINCTION_TOP1_30D","Imperatore"
"TID_DISTINCTION_TOP1_30D_DESCR","Questo giocatore è stato numero 1 al mondo per più di 30 giorni"
"TID_DISTINCTION_TOP10","Direttore"
"TID_DISTINCTION_TOP10_DESCR","Questo giocatore è stato uno dei 10 migliori giocatori al mondo"
"TID_DISTINCTION_TOP50","Comandante"
"TID_DISTINCTION_TOP50_DESCR","Questo giocatore è stato uno dei 50 migliori giocatori al mondo"
"TID_INBOX_MESSAGE_DISTINCTION_UNLOCKED","Congratulazioni, hai sbloccato un nuovo distintivo: {0}"
"TID_DISTINCTION_TOP1_DURATION","1° posizione mantenuta per: {0}"
"TID_DISTINCTION_BS_TOP1","MAESTRO DELLA STELLA BLU"
"TID_DISTINCTION_BS_TOP1_DESCR","Questo giocatore è arrivato al numero 1 in una stagione della stella blu."
"TID_DISTINCTION_BS_TOP10","EROE DELLA STELLA BLU"
"TID_DISTINCTION_BS_TOP10_DESCR","Questo giocatore è stato uno dei 10 migliori giocatori in una stagione della stella blu."
"TID_DISTINCTION_BS_TOP50","VETERANO DELLA STELLA BLU"
"TID_DISTINCTION_BS_TOP50_DESCR","Questo giocatore è stato uno dei 50 migliori giocatori in una stagione della stella blu."
"TID_DISTINCTION_WS_TOP1","MAESTRO DELLA STELLA BIANCA"
"TID_DISTINCTION_WS_TOP1_DESCR","Questo giocatore si è classificato al I posto in una stagione della stella bianca."
"TID_DISTINCTION_WS_TOP10","EROE DELLA STELLA BIANCA"
"TID_DISTINCTION_WS_TOP10_DESCR","Questo giocatore è rientrato tra i migliori 10 giocatori nel corso di una stagione della stella bianca."
"TID_DISTINCTION_WS_TOP50","VETERANO DELLA STELLA BIANCA"
"TID_DISTINCTION_WS_TOP50_DESCR","Questo giocatore è rientrato tra i migliori 50 giocatori nel corso di una stagione della stella bianca."
"TID_REPLAY_FAILED","Questo replay non è più disponibile"
"TID_REPLAY_ERROR","Errore nella riproduzione del replay"
"TID_REPLAY_TIME_REMAINING","Replay termina tra:"
"NOTIF_PLANET_UPGRADE","Il miglioramento del pianeta al livello {0} è stato completato"
"NOTIF_DIPLOMACY_REQUEST","{0} vuole stabilire relazioni diplomatiche con il tuo impero"
"NOTIF_DIPLOMACY_ACCEPT","{0} ha accettato la tua richiesta di relazioni diplomatiche"
"NOTIF_DIPLOMACY_END","{0} ha interrotto le relazioni diplomatiche con il tuo impero"
"NOTIF_MINER","La tua nave mineraria è in attesa di nuovi comandi"
"NOTIF_SHIPMENTS","Tutti i tuoi pianeti sono pieni di carichi"
"NOTIF_NEW_SECTOR","Ora è disponibile un nuovo settore nel tuo sistema stellare"
"NOTIF_ARTIFACT","La tua stazione di ricerca ha completato lo studio di tutti i manufatti"
"NOTIF_NEW_RED_STAR","È stata scoperta una nuova stella rossa"
"NOTIF_NEW_BLUE_STAR","È stata scoperta una nuova stella blu"
"NOTIF_RED_STAR_JOINED","Ti sei unito alla stella rossa in corso"
"NOTIF_RED_STAR_ENDING","La tua stella rossa diventerà a breve una supernova"
"NOTIF_MODULE_DONE","Aggiornamento del modulo completato"
"NOTIF_HYDROGEN_FULL","La capacità idrogeno è piena. La tua nave mineraria ha smesso di funzionare."
"NOTIF_NEW_CRYSTAL_SHIPMENT","Un nuovo carico di cristalli è disponibile sul tuo pianeta"
"NOTIF_WHITE_STAR_JOINED","È stata scoperta una nuova stella bianca"
"NOTIF_WHITE_STAR_PREP_OVER","Il periodo di preparazione per la stella bianca rilevata è terminato"
"NOTIF_WHITE_STAR_ENDING","La stella bianca termina tra 48 ore"
"NOTIF_OBJECTIVE_REFRESH","Un nuovo obiettivo è ora disponibile"
"NOTIF_DAY1","Il tuo impero ha bisogno di nuovi ordini per continuare a espandersi nella stella gialla"
"NOTIF_BLUE_STAR_UPDATE","Ora è possibile accedere alle stelle blu! Per maggiori informazioni vedi l'Anomalia apparsa nella tua stella gialla."
"NOTIF_PRIVATE_RS","{0} ha iniziato una nuova ricerca di stella rossa di livello {1}"
"NOTIF_PLAYER_NAME_AND_MESSAGE","{0} ha inviato un messaggio: {1}"
"TID_MONTH_1","{0} GEN"
"TID_MONTH_2","{0} FEB"
"TID_MONTH_3","{0} MAR"
"TID_MONTH_4","{0} APR"
"TID_MONTH_5","{0} MAG"
"TID_MONTH_6","{0} GIU"
"TID_MONTH_7","{0} LUG"
"TID_MONTH_8","{0} AGO"
"TID_MONTH_9","{0} SET"
"TID_MONTH_10","{0} OTT"
"TID_MONTH_11","{0} NOV"
"TID_MONTH_12","{0} DIC"
"TID_ALPHA_RETURN_GIFT","Bentornato!\n\nIn quanto partecipante alfa di ritorno, hai sbloccato il distintivo Pioniere.\n\nInoltre, hai ottenuto 500 cristalli extra sul tuo account, come ringraziamento speciale per averci aiutati a rifinire il gioco fin dall'inizio.\n\nDivertiti nel tuo viaggio nella Galassia di Hades e grazie per essere stato uno dei nostri primi sostenitori!\n\n- Il team di Hades' Star"
"TID_SUPPORT_CRYSTALS_ADDED","Abbiamo esaminato il tuo ticket e aggiunto {0} cristalli al tuo account. Ci scusiamo per l'inconveniente.\n\n- Il Team di supporto di Hades' Star"
"TID_RELIC","CIMELIO"
"TID_RELIC_DLG_TITLE","CIMELI"
"TID_NO_SHIPMENTS_WHITE_STAR","Non ci sono cimeli disponibili."
"TID_MORE_RELICS_TIMER","Prossimo cimelio tra:"
"TID_PLANET_DESCR_GENERATING_RELIC","Generazione cimelio"
"TID_STATUS_LOADING_RELIC","Caricamento cimelio"
"TID_NEW_RELIC_CREATED","Nuovo cimelio creato"
"TID_NEW_RELICS_CREATED","{0} nuovi cimeli creati"
"TID_PARTIAL_PROGRESS_TO_NEW_RELIC","+{0}% progresso per il prossimo cimelio"
"TID_STAR_GOALS_DESCR_WHITESTAR","Collabora con i membri della tua corporazione per recuperare i cimeli da questa stella bianca morente.\n\nTutti i pianeti generano cimeli periodicamente. I cimeli vengono riscossi dopo che la nave cargo che li trasporta salta fuori dal sistema.\n\nLa generazione di cimeli può essere velocizzata da navi minerarie che depositano idrogeno sui pianeti.\n\nUn’altra corporazione potrebbe essere attiva in quest’area. Le navi da guerra apriranno il fuoco sulle navi di altre corporazioni."
"TID_WHITE_STAR_FOUND_HINT","Mettiti d’accordo con la tua corporazione e decidete quali navi inviare su questa stella bianca per aiutare a recuperare i cimeli.\n\nLe navi si muovono molto lentamente quando sono su stelle bianche. Le navi che mandi potrebbero non tornare per diversi giorni."
"TID_WHITE_STAR_SPECTATOR_INFO","In quanto spettatore, non puoi inviare navi su questa stella bianca.\n\nPer partecipare attivamente sulla stella bianca, devi essere incluso nella lista dei partecipanti al momento della ricerca."
"TID_WHITE_STAR_SCAN_HINT","Le stelle bianche funzionano meglio quando tutti i partecipanti mandano due navi."
"TID_WHITE_STAR_LBL_PARTICIPANTS","PARTECIPANTI IDONEI"
"TID_WHITE_STAR_LBL_ACTIVE_PARTICIPANTS","PARTECIPANTI"
"TID_WS_PARTICIPANTS_HINT","Alcuni partecipanti idonei in fondo alla lista potrebbero venire esclusi per aderire alle dimensioni note della stella bianca."
"TID_WS_NEXT_PARTICIPANT_LEVEL","Aumenta il numero di partecipanti idonei a {0} riscuotere maggiori ricompense da una spedizione stella bianca avvenuta con successo."
"TID_SCANNING_WS","RICERCA DI UNA STELLA BIANCA"
"TID_WS_SCAN_TIME_HINT","La ricerca può richiedere diverse ore. La missione comincerà {0} ore dopo la scoperta della stella."
"TID_UNABLE_TO_USE_WS_SCANNER","IMPOSSIBILE SCANSIONARE"
"TID_WS_NO_CORP","Prima di poter usare lo scanner di stelle bianche, devi unirti a una corporazione."
"TID_WS_DIALOG_FIND_CORP","TROVA CORPORAZIONE"
"TID_WS_CANCEL_SEARCH","ANNULLA RICERCA"
"TID_WS_CANCEL_SEARCH_CONFIRM","Vuoi davvero annullare la ricerca di una stella bianca?"
"TID_WS_CANTSCAN_REASON_MEMBERS","Ti servono almeno {0} partecipanti idonei prima di cominciare una stella bianca."
"TID_WS_CANTSCAN_REASON_NOT_OFFICER","Quando siete pronti, chiedi a un ufficiale della tua corporazione di iniziare la scansione di una stella bianca."
"TID_JUMP_CONFIRM_WS_CARGO_LOST","Le navi cargo e minerarie perderanno tutto il carico quando saltano su una stella bianca. Procedere?"
"TID_PLANET_INFO_RELIC_GENERATION_RATE","CIMELI AL GIORNO"
"TID_PLANET_INFO_RELIC_GENERATION_RATE_DESCR","Il numero di cimeli che il pianeta genera da solo ogni giorno."
"TID_PLANET_INFO_HYDRO_PER_RELIC","IDROGENO PER CIMELIO"
"TID_PLANET_INFO_HYDRO_PER_RELIC_DESCR","La quantità di idrogeno che bisogna depositare su questo pianeta per creare un nuovo cimelio. Anche le più piccole quantità depositate accelerano la generazione del cimelio."
"TID_WHITE_STAR_PLANET_DESCR","Questo pianeta genera una quantità costante di cimeli ogni giorno. I cimeli possono essere caricati su navi cargo. Depositando idrogeno con le navi minerarie su questo pianeta, si accelera la generazione di cimeli."
"TID_JUMP_CMD_ERROR_TRANSPORT_TOO_SMALL_FOR_WS","Le navi cargo devono avere una capacità di carico di almeno {0} prima di potere saltare verso una stella bianca"
"TID_WHITE_STAR_SEARCH_HINT_1","Il tempo passa molto lentamente sulle stelle bianche. Usa il tempo extra per coordinare la tua strategia con i tuoi compagni di corporazione."
"TID_WHITE_STAR_SEARCH_HINT_2","Le navi minerarie accelerano la creazione di cimeli quando depositano idrogeno su stelle bianche. Assicurati che le tue operazioni di estrazione siano adeguatamente protette contro il fuoco nemico."
"TID_WHITE_STAR_SEARCH_HINT_3","Puoi mandare solo un numero limitato di navi sulle stelle bianche. È utile discutere tra membri della corporazione per decidere chi fa saltare quali navi e quando."
"TID_WHITE_STAR_SEARCH_HINT_4","Le navi ormeggiate al portale stellare di ritorno della corporazione salteranno automaticamente al sicuro quando la stella bianca diventa supernova."
"TID_WHITE_STAR_SEARCH_HINT_5","Usa la macchina del tempo per vedere in anteprima i risultati del combattimento e vedere in quale stato risulterà il sistema una volta che le tue navi arriveranno a destinazione."
"TID_WHITE_STAR_SEARCH_HINT_6","Lo scudo Delta permette alle tue navi da guerra di arrivare in posizioni strategiche più rapidamente di navi con scudi pesanti."
"TID_WHITE_STAR_SEARCH_HINT_7","I giocatori che possono partecipare alla nuova ricerca di una stella bianca presentano un'icona semitrasparente di una stella bianca intorno al loro numero giocatore nella lista membri della corporazione. I giocatori che stanno partecipando in una stella bianca attiva presentano un'icona più marcata."
"TID_WHITE_STAR_SEARCH_HINT_8","Più membri della tua corporazione partecipano, maggiore è la probabilità di trovare una ricca stella bianca."
"TID_WHITE_STAR_SEARCH_HINT_9","Le tue navi cargo sono vulnerabili mentre caricano i cimeli. Tieni pronto un piano per proteggerle durante l’intera operazione di carico."
"TID_WHITE_STAR_SEARCH_HINT_10","Usa la chat del SISTEMA STELLARE mentre sei su una stella bianca per comunicare privatamente con i membri della tua corporazione. I giocatori delle corporazioni avversarie non possono vedere i vostri messaggi."
"TID_WHITE_STAR_SEARCH_HINT_11","Non puoi potenziare le tue navi e i loro moduli mentre si trovano sulla stella bianca. I potenziamenti in corso avranno effetto da quando le navi tornano a casa."
"TID_CMD_ERROR_CANT_TELEPORT_IN_BARRIER","Impossibile teletrasportare dentro un'area Barriera nemica"
"TID_WSDIALOG_OPTIN_LABEL","PARTECIPA ALLE RICERCHE DI STELLE BIANCHE:"
"TID_WSDIALOG_OPTOUT_CONFIRM","Vuoi davvero non partecipare alle ricerche di stelle bianche? Non verrai incluso nelle ricerche future della tua corporazione."
"TID_WS_PREPARATION_PERIOD","PERIODO DI PREPARAZIONE"
"TID_WS_PREPARATION_ENDS_IN","Termina tra {0}"
"TID_WS_PREPARATION_PERIOD_DESCR","Durante il periodo di preparazione, puoi far saltare le navi e impartire un ordine iniziale di movimento. Le navi cominciano a muoversi una volta che la preparazione è terminata.\n\nNel frattempo, discuti con gli altri membri della corporazione riguardo le tattiche. Puoi anche impartire ordini futuri alle tue navi, usando la macchina del tempo."
"TIC_CMD_CANT_USE_MODULE_IN_PREPARATION","Impossibile attivare moduli durante la preparazione"
"TID_WS_CANNOT_JUMP_MORE","Non puoi fare saltare altre navi di questo tipo per ora"
"TID_WS_CANNOT_JUMP_COOLDOWN","Devi attendere che finisca il periodo di ricarica prima di potere inviare altre navi di questo tipo"
"TID_WS_JUMP_SHIP_WARNING","Il tempo passa molto lentamente sulle stelle bianche. La nave potrebbe non tornare per diversi giorni."
"TID_WS_HISTORIC_RESULTS","CRONOLOGIA STELLA BIANCA"
"TID_WS_ACTIVATE_MODULE_CONFIRM","Attivare {0} subito?"
"TID_WS_REWARDS_MSG_WINNER","Complimenti, la tua corporazione ha vinto la missione stella bianca! Hai ricevuto le seguenti risorse:\n\n<quad class=''cr''> <c1>{0}</color>    <quad class=''fuel''> <c2>{1}</color> "
"TID_WS_REWARDS_MSG_LOSS","La missione stella bianca è terminata. Hai ricevuto le seguenti risorse:\n\n<quad class=''cr''> <c1>{0}</color>    <quad class=''fuel''> <c2>{1}</color>"
"TID_WS_REWARDS_CRYSTALS","Non avevi abbastanza spazio per tutte le ricompense della tua recente missione stella bianca. Sono state convertite in cristalli, a un tasso ridotto. Ricevi in premio <quad class=''pc''><c3>{0}</color>"
"TID_WS_REWARDS_OVERFLOW","Non avevi abbastanza spazio per tutte le ricompense della tua recente missione stella bianca. Libera un po' di spazio e riscuotile entro 3 giorni.\n\n<quad class=''cr''> <c1>{0}</color>    <quad class=''fuel''> <c2>{1}</color>"
"TID_WS_REWARDS_MSG_DELETE_CONFIRM","Questo messaggio contiene ricompense non reclamate. Vuoi davvero cancellarlo?"
"TID_WS_REWARDS_OVERFLOW_WARNING","Spazio insufficiente per immagazzinare tutte le ricompense. Vuoi davvero riscuotere adesso?"
"TID_INFLUENCE_DECAY","Hai perso influenza per mancanza di vittorie in stella rossa. Assicurati di vincere almeno una volta ogni 3 giorni in una stella rossa del livello massimo consentito dal tuo scanner per evitare questa penalità.\n\n<quad class=''influence''> <c5>-{0}</color>"
"TID_JUMP_FAIL_NOT_IN_CORP","Impossibile saltare. Non fai parte della corporazione partecipante."
"TID_JUMP_FAIL_DISABLED","Impossibile saltare con una nave disattivata."
"TID_JUMP_FAILED_MODULE_PREP","Non è possibile far saltare una nave durante l'attivazione di un modulo."
"TID_STAR_TIME_SLOWDOWN","RALLENTAMENTO DEL TEMPO"
"TID_STAR_TIME_SLOWDOWN_DESCR","Il tempo passa più lentamente del normale su questa stella. Un secondo su una stella gialla dura {0} secondi qui."
"TID_SHOW_WS_STAT_VALUES","MOSTRA VALORI STELLA BIANCA"
"TID_SHOW_BS_STAT_VALUES","MOSTRA VALORI STELLA BLU"
"TID_WS_VERSUS_BRACKET","{0} contro {0}"
"TID_CORP_LEVELS_LABEL","LIVELLI CORPORAZIONE"
"TID_CORP_LEVEL_TITLE","LIVELLO {0}"
"TID_CORP_MAX_MEMBERS","Membri massimi"
"TID_CORP_PASSIVE_INCOME_BONUS","Bonus entrate passive"
"TID_CORP_ARTIFACT_YIELD_BONUS","Bonus ricerca manufatti stella rossa privata"
"TID_CORP_MAX_FLAGSHIP_LEVEL","Nave ammiraglia al livello massimo"
"TID_CORP_NEW_FLAGSHIP_MODULE","Nuovo modulo nave ammiraglia"
"TID_MSG_WHITE_STAR_BRACKET_NOT_SUPPORTED","La tua ricerca di stella bianca è stata annullata poiché la fascia {0}vs{0} non è più supportata. Per maggiori informazioni, controlla le note di rilascio alla pagina blog.hadesstar.com"
"TID_WS_SCANNER_SLOT_1","SLOT 1"
"TID_WS_SCANNER_SLOT_2","SLOT 2"
"TID_WS_LABEL_STANDINGS","PUNTEGGIO"
"TID_WS_LABEL_REWARDS_PROGRESS","PROGRESSO RICOMPENSE"
"TID_WS_LABEL_REWARDS_PROGRESS_DESCR","Migliora la barra dell'attività infliggendo <color=''red''>danno</color> alle navi da guerra nemiche, depositando <color=''#8C65FEFF''>idrogeno</color> o trasferendo <color=''#FFB800FF''>cimeli</color> fuori dal sistema.\n\nRiempi la barra dell'attività e vinci questa stella bianca per massimizzare le ricompense."
"TID_WS_OBJECTIVE","OBIETTIVO STELLA BIANCA"
"TID_WS_LABEL_SPECTATE","TRASMETTI"
"TID_WS_TOGGLE_SPECTATE","Consenti spettatori"
"TID_WS_TOGGLE_SPECTATE_DESCR","Se attivato da entrambe le corporazioni partecipanti, questa stella apparirà sulla finestra di dialogo delle STELLE BIANCHE ATTIVE e potrà essere vista da chiunque."
"TID_CORP_FLAGSHIP_LABEL","NAVE AMMIRAGLIA DI CORPORAZIONE"
"TID_CORP_FLAGSHIP_CURRENT_LOCATION","STELLA ATTUALE"
"TID_CORP_FLAGSHIP_NO_LOCATION","NESSUNA"
"TID_CORP_FLAGSHIP_NO_LOCATION_HINT","Tutti gli ufficiali possono convocare la nave ammiraglia su una stella bianca attiva, tramite il portale di salto della corporazione."
"TID_CORP_FLAGSHIP_LOCKED","Recupera il tuo primo cimelio da una stella bianca e potrai sbloccare la nave ammiraglia per la tua corporazione!\n\nLa nave ammiraglia è una nave da combattimento che può essere inviata come aiuto in una missione stella bianca. Tutti gli ufficiali della corporazione possono controllare la nave ammiraglia."
"TID_CORP_FLAGSHIP_UNLOCK_TITLE","PROGRESSO SBLOCCO"
"TID_CORP_FLAGSHIP_UPGRADE_TITLE","PROGRESSO MIGLIORAMENTO"
"TID_CORP_FLAGSHIP_UPGRADE_PROMPT","Tutti i membri della corporazione possono contribuire a migliorare la nave ammiraglia con dei crediti. Una volta raggiunto il numero di crediti necessario, il miglioramento sarà apportato al prossimo spiegamento della nave ammiraglia. I contributi in eccesso saranno utilizzati per il miglioramento successivo."
"TID_CORP_FLAGSHIP_UNLOCK_PROMPT","Tutti i membri della corporazione possono contribuire a sbloccare la nave ammiraglia con dei crediti. Una volta raggiunta la quantità necessaria, la nave ammiraglia sarà sbloccata. I contributi in eccesso saranno utilizzati per il miglioramento successivo."
"TID_CORP_FLAGSHIP_CONTRIBUTE_CONFIRM","Vuoi davvero contribuire alla nave ammiraglia? Se lasci la corporazione non verrai rimborsato."
"TID_CORP_FLAGSHIP_CONTRIB_SHOW_CHAT_ENTRY","Mostra il tuo contributo sulla chat della corporazione."
"TID_CORP_FLAGSHIP_UPGRADE_RELIC_PROGRESS","Colleziona altri cimeli per sbloccare un nuovo livello della nave ammiraglia."
"TID_CORP_FLAGSHIP_TIMEOUT_LABEL","La nave ammiraglia sarà disponibile in:"
"TID_CORP_FLAGSHIP_TIMEOUT_TITLE","RICARICA NAVE AMMIRAGLIA"
"TID_CORP_FLAGSHIP_TIMEOUT_HINT","La nave ammiraglia comincerà un breve periodo di ricarica dopo essere saltata via da una stella bianca, ed uno più lungo se viene distrutta. La nave ammiraglia verrà totalmente riparata durante il periodo di ricarica."
"TID_FLAGSHIP_LEVEL","LIVELLO {0}"
"TID_FLAGSHIP_LOCKED","BLOCCATO"
"TID_CORP_FLAGSHIP_STATS_LABEL","STATISTICHE MIGLIORAMENTO"
"TID_CORP_FLAGSHIP_STAT_MODULE_LEVEL","LIVELLO DEL MODULO ({0})"
"TID_WS_ONGOING_TITLE","STELLE BIANCHE ATTIVE"
"TID_WS_ONGOING_NOSTARS","Nessuna stella trovata."
"TID_WS_ENDED","La partita si è conclusa"
"TID_WS_VISIT","Guarda la stella"
"TID_WS_REPLAY","Vedi replay"
"TID_TIME_MACHINE","MACCHINA DEL TEMPO"
"TID_TIME_MACHINE_MINUTES_INTO_FUTURE","{0} minuti da ora"
"TID_TIME_MACHINE_HOURS_INTO_FUTURE","{0} ore da ora"
"TID_TIME_MACHINE_MINUTES_INTO_PAST","{0} minuti fa"
"TID_TIME_MACHINE_HOURS_INTO_PAST","{0} ore fa"
"TID_TIME_MACHINE_HINT","La macchina del tempo ti mostrerà uno dei molti possibili futuri di questa stella bianca. Non tiene conto di tattiche Cerbero, delle azioni degli altri giocatori o di moduli imprevedibili come Destino.\n\nPuoi usare questa schermata anche per pianificare ordini futuri per le tue navi. La macchina del tempo tiene conto di tutti gli ordini pianificati dagli altri membri della tua corporazione."
"TID_FCMD_CANT_SCHEDULE","Questo ordine non può essere pianificato."
"TID_FCMD_ORDER_LIMIT_REACHED","Non puoi pianificare altri ordini"
"TID_FCMD_WAYPOINT_DOESNT_EXIST_YET","Non puoi assegnare una tappa a una destinazione che ancora non esiste"
"TID_FCMD_UNKNOWN_SHIP","[Nave mancante]"
"TID_FCMD_MOVE_TO","SPOSTA SU {0}"
"TID_FCMD_ACTIVATE_MODULE","ATTIVA {0}"
"TID_FCMD_JUMP_OUT","SALTA"
"TID_SCHEDULED_ORDERS","ORDINI PIANIFICATI"
"TID_TIMEMACHINE_BUTTON_NOW","ORA ATTUALE"
"TID_TM_OBJECT_UNPREDICTABLE","Questa nave si trova in uno stato imprevedibile e non può ricevere ulteriori ordini pianificati"
"TID_TM_COMMAND_TOO_EARLY","Non puoi pianificare un ordine così vocino al tempo reale."
"TID_EMPIRE_OBJECTIVES","OBIETTIVI"
"TID_OBJ_CLAIM_REWARD","RISCUOTI RICOMPENSA"
"TID_OBJ_CLAIM_WARNING","Non c'è abbastanza spazio per tutte le ricompense. Qualche risorsa andrà persa. Vuoi davvero riscuotere le ricompense adesso?"
"TID_OBJ_PROGRESS_TITLE","PROGRESSI:"
"TID_OBJ_REPLACEMENT_OBJECTIVE_IN","Rimpiazzo obiettivo disponibile tra:"
"TID_OBJ_REPLACE","RIMPIAZZA ORA"
"TID_NEW_OBJECTIVE_TIMER","NUOVO OBIETTIVO TRA:"
"TID_NEW_OBJECTIVE_RUSH","NUOVO OBIETTIVO ORA"
"TID_NEW_OBJECTIVE_RUSH_CONFIRM","Vuoi davvero rimpiazzare questo obiettivo con uno nuovo?"
"TID_OBJECTIVE_SHOW_HOW","MOSTRA COME"
"TID_OBJ_SHOWHOW_HINT","Abilita MOSTRA COME se hai bisogno di ulteriori indicazioni per i primi obiettivi."
"TID_NO_OBJECTIVES","Nessun obiettivo disponibile."
"TID_OBJ_LEVEL_INFO","Completando questo obiettivo entro la scadenza sbloccherai obiettivi più difficili con ricompense di livello superiore."
"TID_OBJ_UPGRADE_BUILDING","MIGLIORAMENTO STAZIONI SPAZIALI"
"TID_OBJ_UPGRADE_BUILDING_DESCR","Migliora la tua {0} al livello {1}."
"TID_OBJ_JOIN_CORP","ENTRA IN UNA CORPORAZIONE"
"TID_OBJ_JOIN_CORP_DESCR","Entra in una corporazione esistente o creane una nuova."
"TID_OBJ_JOIN_CORP_HINT","Apri la finestra della chat toccando la freccia blu in alto allo schermo, poi seleziona la scheda CORPORAZIONE."
"TID_OBJ_RESEARCH_ARTIFACTS","RICERCA MANUFATTI"
"TID_OBJ_RESEARCH_ARTIFACTS_DESCR","Ricerca {0} x {1} (o di livello superiore)."
"TID_OBJ_SALVAGE_ARTIFACTS","RECUPERO MANUFATTI"
"TID_OBJ_SALVAGE_ARTIFACTS_DESCR","Recupera {0} x {1} (o di livello superiore)."
"TID_OBJ_DESTROY_CERBERUS","DISTRUGGI LE NAVI CERBERO"
"TID_OBJ_DESTROY_CERBERUS_DESCR","Distruggi {0} x {1}."
"TID_OBJ_MINE","ESTRAI IDROGENO"
"TID_OBJ_MINE_DESC","Deposita un totale di {0} di idrogeno sui tuoi pianeti."
"TID_OBJ_MINE_RS","ESTRAI IDROGENO NELLE STELLE ROSSE"
"TID_OBJ_MINE_RS_DESC","Raccogli un totale di {0} di idrogeno dai campi di asteroidi nelle stelle rosse. Il totale si aggiorna quando la nave mineraria ritorna dalla stella rossa attraverso il portale di salto."
"TID_OBJ_MINE_HINT","Invia una nave mineraria qualsiasi ad un campo di asteroidi. La nave mineraria lavora automaticamente, anche quando sei offline."
"TID_USE_TRADE_MODULE","USA MODULO DI COMMERCIO"
"TID_USE_SUPPORT_MODULE","USA MODULO DI SUPPORTO"
"TID_USE_MINING_MODULE","USA MODULO DI ESTRAZIONE"
"TID_USE_SHIELD_MODULE","USA MODULO SCUDO"
"TID_USE_SHIPMENT_COMPUTER","Usa il COMPUTER DA CARICO per raccogliere automaticamente {0} carichi."
"TID_USE_SHIPMENT_DRONE","Usa DRONE DA CARICO per guadagnare {0} crediti nelle consegne bonus."
"TID_USE_TRADEBOOST","Raccogli {0} crediti dai bonus di POTENZIAMENTO COMMERCIO."
"TID_USE_EMP","Usa l'EMP per disattivare {0} navi nemiche."
"TID_USE_REPAIR","Usa RIPARAZIONE REMOTA per ripristinare {0} PV delle navi di un altro giocatore."
"TID_UPLOAD_HYDRO_RS","Usa CARICO DI IDROGENO per trasferire un totale di {0} di idrogeno dalle stelle rosse."
"TID_USE_CRUNCH","Raccogli un totale di {0} di idrogeno usando CRITICITÀ."
"TID_OBJECTIVE_EXPLORE_SECTOR","La colonizzazione di nuovi settori nel nostro sistema stellare è importante per il mantenimento di un'economia sana. Tutti i nuovi settori contengono nuovi campi di asteroidi da cui estrarre idrogeno e alcuni contengono anche dei pianeti da colonizzare."
"TID_OBJECTIVE_DELIVER_SHIPMENTS","Puoi utilizzare le navi cargo per trasportare i carichi tra pianeti, lune e stazioni spaziali.\n\nConsegnando i carichi guadagnerai le risorse necessarie per potenziare le infrastrutture e addentrarti più a fondo nel sistema stellare."
"TID_OBJECTIVE_RS_TITLE","COMPLETA UNA MISSIONE STELLA ROSSA"
"TID_OBJECTIVE_RS_MSG","Usa una nave da guerra e una nave cargo per recuperare un manufatto da una stella rossa, prima che la stella diventi una supernova."
"TID_OBJECTIVE_RS_DETAILS","Il completamento delle missioni stella rossa è essenziale per il progresso della tua economia e la tua ricerca tecnologica. I manufatti recuperati in queste missioni possono essere studiati per sbloccare nuovi moduli da equipaggiare sulle tue navi."
"TID_OBJECTIVE_DO_RESEARCH","STUDIA UN MANUFATTO"
"TID_OBJECTIVE_DO_RESEARCH_DESCR","Costruisci una stazione di ricerca per consegnare e studiare il manufatto recuperato nella stella rossa."
"TID_OBJECTIVE_DO_RESEARCH_TUT_TEXT","Una stazione di ricerca può essere usata come deposito dei manufatti recuperati nelle stelle rosse. Dopo il deposito, i manufatti vengono studiati automaticamente."
"TID_OBJECTIVE_DO_INSTALL_MODULE","INSTALLA UN MODULO"
"TID_OBJECTIVE_DO_INSTALL_MODULE_DESCR","Installa il modulo AMPLIAMENTO STIVA scoperto di recente su 2 navi cargo."
"TID_OBJECTIVE_DO_INSTALL_MODULE_TUT_TEXT","I moduli ricercati devono essere installati individualmente sulle navi."
"TID_OBJ_DELIVER_SHIPMENTS","CONSEGNA CARICHI"
"TID_OBJ_DELIVER_SHIPMENTS_DESCR","Usa le navi cargo per consegnare i carichi a {0} pianeti."
"TID_OBJECTIVE_UPGRADE_PLANET","MIGLIORA IL TUO PIANETA"
"TID_OBJECTIVE_UPGRADE_PLANET_DESCR","Migliora {0} al livello {1}."
"TID_OBJECTIVE_UPGRADE_PLANET_HINT","Seleziona il tuo pianeta, poi tocca il pulsante Migliora in fondo allo schermo."
"TID_OBJECTIVE_UPGRADE_SHIPYARD_HINT","Seleziona il tuo cantiere navale, poi tocca il pulsante Migliora in fondo allo schermo."
"TID_OBJECTIVE_UPGRADE_TO_RS","SBLOCCA STELLE ROSSE DI LIVELLO SUPERIORE"
"TID_OBJECTIVE_UPGRADE_TO_RS_DESCR","Migliora il tuo scanner di stelle rosse al livello {0}."
"TID_OBJECTIVE_UPGRADE_TO_RS_HINT","Seleziona il tuo scanner di stelle rosse, poi tocca il pulsante Migliora in fondo allo schermo."
