"TID_INTRO_MESSAGE_TITLE","WILLKOMMEN ZU HADES STAR"
"TID_BS_SHIP_JUMP_INFO","Dein Schiff springt automatisch, wenn der blaue Riese entdeckt wird."
"TID_BS_CREDIT_REWARD_TITLE","CREDIT-BELOHNUNG"
"TID_BS_CREDIT_REWARD_DISABLED","Dein Schlachtschiff ist nicht für Credit-Belohnungen qualifiziert, da ZUFLUCHTSORT installiert ist.\n\nErsetze ZUFLUCHTSORT mit einem anderen Modul, um deine Chancen für einen Sieg auf dem blauen Riesen zu erhöhen und in jedem Fall Credit-Belohnungen zu erhalten."
"TID_BS_CREDIT_REWARD_DESCR","Die Credit-Belohnung errechnet sich aus {0} % der Wiederherstellungskosten für das Schlachtschiff, das zum blauen Riesen geschickt wird.\n\nDu erhältst immer dann eine Belohnung, wenn du dein Schiff auf dem blauen Riesen verlierst. Du erhältst sie zudem für den ersten BR-Sieg alle {1}."
"TID_BS_CREDIT_REWARD_1ST_ACTIVE","Unabhängig vom Ergebnis der nächsten BR-Mission erhältst du die volle Credit-Belohnung."
"TID_BS_CREDIT_REWARD_1ST_INACTIVE","Du erhältst keine Credit-Belohnung, wenn du die nächste BR-Mission gewinnst. Auch wenn du dein Schiff verlierst, erhältst du dennoch die Belohnung. Die nächste Credit-Belohnung wird in {0} verfügbar sein."
"TID_BS_CANT_SEARCH_MAINTENANCE","Neue BR-Suche kann nicht so kurz vor einer geplanten Wartung gestartet werden."
"TID_BS_HYDRO_REWARD_TITLE","WASSERSTOFF-BELOHNUNG"
"TID_BS_HYDRO_REWARD_INFO","Der Wasserstoff wird entsprechend deines Rangs im blauen Riesen und der maximalen Lagerkapazität deines Imperiums vergeben. Du kannst zudem nur eine begrenzte Menge an Wasserstoff pro Tag erhalten."
"TID_BS_HYDRO_REWARD_PROGRESS","Du hast an diesem Tag {0}/{1} Wasserstoff verdient."
"TID_BS_HYDRO_REWARD_FULL","In {0} kannst du wieder Wasserstoff auf blauen Riesen verdienen."
"TID_BS_FRAGMENTS_REWARD_TITLE","BR-STERNENSPLITTER"
"TID_BS_FRAGMENTS_REWARD_DESCR","In jeder BR-Mission erhältst du BR-Sternensplitter basierend auf deinem Rang. Sammle diese Splitter, um die Warenweiterleitungsstation zu betreiben, die BR-Ranglisten aufzusteigen und am Ende jeder Saison garantierte Kristall-Belohnungen zu erhalten.\n\nWeitere Informationen findest du in <a name=''__bsldb''>der BR-Rangliste</a>."
"TID_BS_SEASON_AWARD","Eine BR-Ereignissaison ist beendet! Du hast mehr als {0} BR-Splitter und erhältst <quad class=''pc''> <c3>{1}</color>."
"TID_WS_SEASON_AWARD","Eine WZ-Ereignissaison ist beendet! Dein Punktestand liegt über {0} und du erhältst <quad class=''pc''> <c3>{1}</color>"
"TID_BS_SEASON_TOP_AWARD","Eine BR-Ereignissaison ist beendet! Du hast Platz {0} in der Rangliste erreicht und erhältst <quad class=''pc''> <c3>{1}</color>."
"TID_WS_SEASON_TOP_AWARD","Eine WZ-Ereignissaison ist beendet! Du hast Platz {0} in der Rangliste erreicht und erhältst <quad class=''pc''> <c3>{1}</color>"
"TID_BS_FINAL_STANDING","ENDPOSITION:"
"TID_BS_REWARDS_RECEIVED","ERHALTENE BELOHNUNGEN"
"TID_BS_PARTICIPATING_SHIP","TEILNEHMENDES SCHIFF"
"TID_BS_REWARDS_OVERFLOW","Einige Belohnungen können aufgrund von Lagerproblemen verloren gehen. Sieh zu, dass du genügend Platz für Credits und Wasserstoff hast, bevor du mit der Suche beginnst."
"TID_BS_SEARCHING_HINT_1","Blaue Riesen befinden sich im steten Zerfall. Bleibe im sicheren Bereich im Zentrum des Sterns. Schiffe im zerfallenden roten Bereich werden sofort zerstört."
"TID_BS_SEARCHING_HINT_2","Du solltest den zentralen Sektor mit dem blauen Riesen nur betreten, wenn es absolut notwendig ist. Der blaue Riese fügt allen Schiffen innerhalb seines Sektors konstanten Schaden zu."
"TID_BS_SEARCHING_HINT_3","Das Schlachtschiff, das am längsten intakt bleibt, gewinnt die BR-Mission. Werden die letzten verbleibenden Schlachtschiffe gleichzeitig zerstört, endet das Spiel unentschieden und es gibt keinen Sieger."
"TID_BS_SEARCHING_HINT_4","Die richtigen Module in deinem Schlachtschiff können auf dem blauen Riesen den Unterschied zwischen Seig und Niederlage ausmachen. Sieh dir Wiederholungen an, um die Strategie anderer Spieler zu analysieren, und scheue dich nicht, mit neuen Modulen zu experimentieren."
"TID_BS_SEARCHING_HINT_5","Das Ziel auf dem blauen Riesen ist, dass dein Schlachtschiff länger als die anderen intakt bleibt. Vermeide den Kampf mit Cerberus-Schiffen oder setze sie gegen andere Spieler ein."
"TID_RELAY_HUD_SELECT_SECTOR","WÄHLE EINEN SEKTOR FÜR DIE WEITERLEITUNG"
"TID_OBJECT_ACTION_RELAY_STATUS","WEITERLEITUNGSSTATUS"
"TID_RELAY_DLG_COLLECT_MORE_FRAGMENTS","Sammle durch die Teilnahme an blauen Riesen weitere Sternensplitter, um die Weiterleitung in einen neuen Sektor zu aktivieren."
"TID_ERR_SECTOR_ALREADY_IN_RELAY","Die Weiterleitung ist in diesem Sektor bereits aktiv."
"TID_ERR_SECTOR_NO_SHIPMENTS","Dieser Sektor erzeugt keine Waren."
"TID_ACTIVATE_RELAY","AUF NEUEM SEKTOR AKTIVIEREN"
"TID_RELAY_NUM_SHIPMENTS","{0} Lieferungen im Sektor"
"TID_RELAY_EXPIRE_TIME","Läuft ab in {0}"
"TID_RELAY_NEXT_SHIPMENT","Nächste Lieferung in {0}"
"TID_PLAYER_DETAILS_VISIT","Stern besuchen"
"TID_PLAYER_DETAILS_VIEW","Spielerdetails"
"TID_PLAYER_DETAILS_VIEWCORP","Konzern anzeigen"
"TID_PLAYER_DETAILS_INVITE","Einladen"
"TID_PLAYER_DETAILS_INVITE_SENT","Du wurdest von diesem Spieler eingeladen, seinem Konzern beizutreten"
"TID_PLAYER_DETAILS_INVITE_FAIL_1","Einladung fehlgeschlagen. Der Spieler ist bereits in einem Konzern"
"TID_PLAYER_DETAILS_YOUR_PROFILE","Dein Profil"
"TID_PLAYER_DETAILS_PROMOTE","Befördern"
"TID_PLAYER_DETAILS_DEMOTE","Degradieren"
"TID_PLAYER_DETAILS_KICK","Entlassen"
"TID_PLAYER_DETAILS_CONFIRM_KICK","Möchtest du {0} wirklich aus dem Konzern entlassen?"
"TID_PLAYER_DETAILS_PROMOTE_TO_LEADER","Willst du {0} zum Ersten Offizier ernennen? Du wirst ein Offizier."
"TID_PLAYER_DETAILS_PROMOTE_MSG","Du hast {0} befördert."
"TID_PLAYER_DETAILS_DEMOTE_MSG","Du hast {0} degradiert."
"TID_PLAYER_DIPLOMACY_DLG_TITLE","SPIELERINFO"
"TID_PLAYER_DIPLOMACY_DLG_END_DIPLOMACY","Diplomatische Beziehungen beenden"
"TID_PLAYER_DIPLOMACY_STAT_DURATION","DIPL. BEZIEHUNGEN SEIT"
"TID_PLAYER_DIPLOMACY_STAT_TOTAL_SHIPMENT","GESAMTER WARENWERT"
"TID_PLAYER_DIPLOMACY_DLG_TRADE_INFO","Diplomatische Beziehungen vor {0} begonnen, durch diesen Spieler eingenommene Steuern: {1} CR"
"TID_PLAYER_DIPLOMACY_DLG_GRAPH_7_DAYS_AGO","Vor 7 Tagen"
"TID_PLAYER_DIPLOMACY_DLG_GRAPH_TODAY","Heute"
"TID_PLAYER_DIPLOMACY_DLG_GRAPH_TAXES_PER_DAY","VERGANGENER WARENWERT"
"TID_ERROR_CANNOT_ACCEPT_DIPLO_REQUEST","Anfrage kann nicht angenommen werden. Der andere Spieler hat keine freien Interstellaren Botschaften."
"TID_ASTEROID_FIELD_DESCR","Asteroidenfelder enthalten Wasserstoff, der von Bergbauschiffen gesammelt werden kann."
"TID_CR_ASTEROID_FIELD","Üppiges Asteroidenfeld"
"TID_CR_ASTEROID_FIELD_DESCR","Dieses spezielle Asteroidenfeld gewährt dem Imperium seines Besitzers eine zusätzliche Menge Credits, wenn es vollständig abgebaut wird. Üppige Asteroidenfelder sind selten und erscheinen pro Spieler nur einmal täglich in roten Riesen."
"TID_BS_ASTEROID_FIELD_DESCR","Dieses Asteroidenfeld verfügt über keinen Wasserstoff mehr und kann nur als Navigationswegpunkt verwendet werden."
"TID_MOON_DESCR","Monde erzeugen Waren, die du an andere Monde, Planeten oder Handelsstation ausliefern kannst."
"TID_STAR_OWNER","BESITZER"
"TID_STAR_OWNER_DESCR","Der Besitzer eines Sterns kontrolliert, welche Imperien auf ihn Zugriff haben, indem er zu ihnen diplomatische Beziehungen aufnimmt."
"TID_STAR_CONDITION","ZUSTAND"
"TID_STAR_CONDITION_STABLE","Stabil"
"TID_STAR_CONDITION_STABLE_DESCR","Dieser Stern ist auf absehbare Zeit nicht von einer Supernova bedroht."
"TID_STAR_CONDITION_SUPERNOVA","Supernova steht kurz bevor"
"TID_STAR_CONDITION_SUPERNOVA_TIMER","Supernova in {0}"
"TID_STAR_CONDITION_SUPERNOVA_DESCR","Dieser Stern wird bald explodieren. Verbleibende Schiffe und Gebäude werden zerstört."
"TID_STAR_SYSTEM_SIZE_0","Klein"
"TID_STAR_SYSTEM_SIZE_1","Groß"
"TID_STAR_SYSTEM_SIZE","GRÖSSE DES STERNENSYSTEMS"
"TID_STAR_SYSTEM_SIZE_DESCR","Je größer ein Sternensystem ist, desto mehr Zeit und Wasserstoff benötigen deine Schiffe für ihre Reisen."
"TID_SECURITY_RATING","SICHERHEITSSTUFE"
"TID_SECURITY_RATING_0","Sicher"
"TID_SECURITY_RATING_1","Keine Sicherheitskräfte"
"TID_SECURITY_RATING_0_DESCR","In diesem Sternensystem sind keine Kampfhandlungen zwischen Spielern möglich."
"TID_SECURITY_RATING_1_DESCR","Deine Schiffe eröffnen auf jedes Spielerschiff eines anderen Konzerns das Feuer."
"TID_SECURITY_RATING_2","Keine Sicherheit"
"TID_SECURITY_RATING_2_DESCR","Deine Schiffe eröffnen das Feuer auf jedes andere Spielerschiff."
"TID_FLEET_HULL_STRENGTH_MAX","MAXIMALE TREFFERPUNKTE"
"TID_FLEET_HULL_STRENGTH_INFO","Die derzeitigen und maximalen Trefferpunkte dieses Schiffs. Sinken die Trefferpunkte eines Schiffs auf 0, wird es zerstört."
"TID_FLEET_HULL_STRENGTH_INFO_MAX","Bestimmt die maximale Verteidigung dieses Schiffs."
"TID_FLEET_HULL_STRENGTH","TREFFERPUNKTE"
"TID_FLEET_HEAL_RATE","WARTUNGSRATE"
"TID_FLEET_HEAL_RATE_DESCR","Anzahl der pro Sekunde reparierten Trefferpunkte, wenn das Schiff an einem Planeten oder einer Station des Heimatsterns andockt."
"TID_FLEET_SHIELD_STRENGTH","SCHILDSTÄRKE"
"TID_FLEET_SHIELD_STRENGTH_INFO","Schilde schützen die Trefferpunkte deines Schiffs. Wurde der Schild aufgebraucht, sinken stattdessen die Trefferpunkte."
"TID_DESTROYER_AREADAMAGE","HÖHE DES FLÄCHENSCHADENS"
"TID_DESTROYER_AREADAMAGERANGE","REICHWEITE DES FLÄCHENSCHADENS"
"TID_FLEET_SENTINELS_SPAWNED","WÄCHTER ERSCHAFFEN"
"TID_FLEET_SENTINELS_SPAWNED_DESCR","Die Zahl der Wächter, die erscheinen, wenn das Schiff zerstört wird."
"TID_FLEET_DPM","SCHADEN PRO SEKUNDE"
"TID_FLEET_DPM_INFO","Der Schaden, den dieses Schiff an einem feindlichen Schiff jede Sekunde verursacht."
"TID_ATTACK_RANGE","ANGRIFFSREICHWEITE"
"TID_FLEET_SHIPMENT_TITLE","WARE"
"TID_FLEET_SHIPMENT_INFO","{0} ({1})"
"TID_OWNER","Besitzer: {0}"
"TID_COLONIZED_BY","Kolonisiert von {0}"
"TID_CERBERUS_STATION_SPAWN_LABEL","SCHIFFE ERSCHAFFEN"
"TID_CERBERUS_STATION_ATTACK_RANGE","ANGRIFFSREICHWEITE"
"TID_CERBERUS_STATION_ATTACK_DAMAGE","SCHADEN PRO SEKUNDE"
"TID_CERBERUS_STATION_HULL_LABEL","TREFFERPUNKTE"
"TID_CERBERUS_STATION_SHIELD_LABEL","SCHILDSTÄRKE"
"TID_CERBERUS_STATION_SHIELD_REGEN_LABEL","SCHILDREGENERATION"
"TID_CERBERUS_STATION_SHIELD_REGEN_DELAY","REGENERATIONSVERZÖGERUNG"
"TID_CERBERUS_STATION_SHIELD_REGEN_DELAY_INFO","Die Zeit, die ein Schild benötigt, bis er sich regeneriert, nachdem er Schaden absorbiert hat."
"TID_FLEET_MINERAL_CAPACITY","VERWENDETER WASSERSTOFFSPEICHER"
"TID_FLEET_MINERAL_CAPACITY_INFO","Ist der Wasserstoffspeicher deines Schiffes voll, musst du es zum Abladen zu einem deiner Planeten bewegen."
"TID_FLEET_HYDRO_USAGE","WASSERSTOFFVERBRAUCH"
"TID_FLEET_HYDRO_USAGE_VALUE","{0}/100 AE"
"TID_FLEET_HYDRO_USAGE_DESCR","Die Menge an Wasserstoff, die dein Schiff und installierte Module während der Reise verbrauchen."
"TID_FLEET_JUMP_HYDRO_USAGE","SPRUNGVERBRAUCH"
"TID_FLEET_JUMP_HYDRO_USAGE_DESCR","Die Menge an Wasserstoff, die dein Schiff beim Sprung in ein anderes System verbraucht."
"TID_FLEET_SLOTS_0","MODULPLÄTZE (HANDEL)"
"TID_FLEET_SLOTS_0_DESCR","Die Anzahl an Plätzen, die dieses Schiff für Handelsmodule besitzt."
"TID_FLEET_SLOTS_1","MODULPLÄTZE (BERGBAU)"
"TID_FLEET_SLOTS_1_DESCR","Die Anzahl an Plätzen, die dieses Schiff für Bergbaumodule besitzt."
"TID_FLEET_SLOTS_2","MODULPLÄTZE (UNTERSTÜTZUNG)"
"TID_FLEET_SLOTS_2_DESCR","Die Anzahl an Plätzen, die dieses Schiff für Unterstützungsmodule besitzt."
"TID_FLEET_SLOTS_3","MODULPLÄTZE (WAFFEN)"
"TID_FLEET_SLOTS_3_DESCR","Die Anzahl an Plätzen, die dieses Schiff für Waffenmodule besitzt."
"TID_FLEET_SLOTS_4","MODULPLÄTZE (SCHILDE)"
"TID_FLEET_SLOTS_4_DESCR","Die Anzahl an Plätzen, die dieses Schiff für Schildmodule besitzt."
"TID_PLANET_LEVEL_DESCR","PLANETENSTUFE"
"TID_PLANET_LEVEL_INFO","Höherstufige Planeten erzeugen mehr Waren und können mehr Ressourcen lagern."
"TID_FLEET_SPEED","GESCHWINDIGKEIT"
"TID_SPEED_DIST_PER_MINUTE","{0} AE/{1}"
"TID_SHIPYARD_CAPACITY","FLOTTENKAPAZITÄT"
"TID_SHIPYARD_CAPACITY_DESCR","Die maximale Anzahl an Schiffen, die dein Imperium unterhalten kann."
"TID_BUILDING_LEVEL_DESCR","STATIONSSTUFE"
"TID_DISBAND_SHIP_BUTTON","Zerstören"
"TID_UPGRADE_BUTTON","AUFWERTEN"
"TID_INFO_VALUE_PER_HR","{0} / Std."
"TID_INFO_VALUE_PER_SEC","{0} / Sek."
"TID_INFO_VALUE_PER_DAY","{0}/T"
"TID_INSTALLED_MODULES_AREA_TITLE","INSTALLIERTE MODULE:"
"TID_SECTOR_UNLOCK_PRICE","SCANKOSTEN"
"TID_SECTOR_UNLOCK_TIME","SCANZEIT"
"TID_UNEXPLORED_SECTOR","Unentdeckter Sektor"
"TID_UNEXPLORED_SECTOR_DESCR","Ein unbekanntes Stück Weltraum. Baue einen Kurzstreckenscanner in einem benachbarten Sektor, um mehr zu erkunden."
"TID_SECTOR_DISPLAY_NAME","Sektor {0}"
"TID_ASTERID_FIELD_HYDROGEN_REMAINING","WASSERSTOFF AUF DIESEM ASTEROIDEN"
"TID_ASTERID_FIELD_CREDIT_REWARD","CREDITS VORHANDEN"
"TID_TOTAL_HYDRO_IN_SECTOR","GESAMTMENGE WASSERSTOFF IM SEKTOR"
"TID_STATION_UPG_SHIPMENT_YIELD","WARENWERT"
"TID_STATION_UPG_SHIPMENT_YIELD_DESCR","Die gesamte Credit-Belohnung für Waren, die diese Station pro Stunde erzeugt."
"TID_NUM_SHIPMENTS_PER_HR","WAREN PRO STUNDE"
"TID_NUM_SHIPMENTS_PER_HR_DESCR","Die durchschnittliche Anzahl an Waren, die dieser Planet pro Stunde erzeugt."
"TID_NUM_SHIPMENTS_MAX","MAXIMALE WAREN"
"TID_NUM_SHIPMENTS_MAX_DESCR","Die maximale Anzahl an Waren auf diesem Planeten."
"TID_SHIP_EDIT_MODULES","Module installieren"
"TID_REDSCANNER_MAX_BATTLESHIPS","MAXIMALE SCHLACHTSCHIFFANZAHL"
"TID_REDSCANNER_MAX_BATTLESHIPS_HINT","Die maximale Anzahl an Schlachtschiffen, die durch den Scanner zu roten Riesen geschickt werden kann. Andere Schiffe unterliegen keiner Beschränkung."
"TID_REDSCANNER_MAX_STAR_LEVEL","MAXIMALE STUFE DES ROTEN RIESEN"
"TID_REDSCANNER_MAX_STAR_LEVEL_HINT","Höherstufige rote Riesen verfügen über bessere Artefakte und stärkere Cerberus-Streitkräfte."
"TID_REDSCANNER_MAX_INFLUENCE","MAXIMALER EINFLUSS"
"TID_REDSCANNER_MAX_INFLUENCE_DESCR","Der maximale Einfluss, den ein Besitzer durch rote Riesen auf der von diesem Scanner erlaubten Maximalstufe erreichen kann."
"TID_REDSCANNER_CREDITS_PER_DAY","ÜPPIGER ASTEROID: CREDIT-MENGE"
"TID_REDSCANNER_CREDITS_PER_DAY_DESCR","Die Menge an Credits, die pro Tag beim Abbau üppiger Asteroiden im roten Riesen auf der von diesem Scanner erlaubten Maximalstufe verdient werden kann."
"TID_REDSCANNER_OPTIMAL_INFLUENCE","OPTIMALER EINFLUSS"
"TID_REDSCANNER_OPTIMAL_INFLUENCE_DESCR","Erfolgreiche Missionen um rote Riesen mit von diesem Scanner erlaubter Maximalstufe gewähren den höchsten Einfluss, wenn der Spieler weniger Einfluss als angegeben besitzt."
"TID_TRANSPORT_CAPACITY","GRUNDKAPAZITÄT"
"TID_TRANSPORT_CAPACITY_DESCR","Die Anzahl an Plätzen, die für den Transport von Waren und Artefakten bereitstehen. Module können den Laderaum beeinflussen."
"TID_TRANSPORT_CAPACITY_TOTAL","GESAMTKAPAZITÄT"
"TID_TRANSPORT_CAPACITY_TOTAL_DESCR","Die Anzahl an Plätzen, die für den Transport von Waren und Artefakten bereitstehen. Module sind in diesen Wert miteinbezogen."
"TID_HYDRO_CAPACITY","GRUNDKAPAZITÄT"
"TID_HYDRO_CAPACITY_DESCR","Die Menge an abgebautem Wasserstoff, die gespeichert und transportiert werden kann. Module können den Laderaum beeinflussen."
"TID_HYDRO_CAPACITY_TOTAL","GESAMTKAPAZITÄT"
"TID_HYDRO_CAPACITY_TOTAL_DESCR","Die Menge an abgebautem Wasserstoff, die gespeichert und transportiert werden kann. Module sind in diesen Wert miteinbezogen."
"TID_MINER_MINE_SPEED","BERGBAUGESCHWINDIGKEIT"
"TID_MINER_MINE_SPEED_VALUE","{0} / Min."
"TID_MINER_MINE_SPEED_DESCR","Die Grundgeschwindigkeit, mit der dieses Bergbauschiff Wasserstoff abbaut. Module können den Wert beeinflussen."
"TID_MINER_AUTO_SECTORS","BERGBAUSEKTOREN"
"TID_MINER_AUTO_SECTORS_DESCR","Die Anzahl der Sektoren, in denen das Bergbauschiff automatisch abbauen wird, bevor es neue Befehle benötigt."
"TID_DRONE_LIFETIME","LAUFZEIT"
"TID_DRONE_LIFETIME_DESCR","Drohnen haben eine begrenzte Laufzeit. Wenn diese abläuft, wird die Drohne zerstört."
"TID_TIME_MODULATOR_SPEEDUP_FACTOR","BESCHLEUNIGUNGSFAKTOR"
"TID_TIME_MODULATOR_SPEEDUP_FACTOR_DESCR","Zeigt an, mit welchem Faktor der Zeitmodulator den Zeitablauf beschleunigt."
"TID_TIME_MODULATOR_MAX_TIME","MAX. LAUFZEIT"
"TID_TIME_MODULATOR_MAX_TIME_DESCR","Zeigt die maximale Laufzeit des Zeitmodulators an, bevor er wieder aufgeladen werden muss."
"TID_TIME_MODULATOR_REGEN","AUFLADUNGEN PRO TAG"
"TID_TIME_MODULATOR_REGEN_DESCR","Zeigt an, wie viele Aktivierungen der Zeitmodulator an pro Tag erhält."
"TID_FINISH_REPAIRS_NOW","Reparatur abschließen"
"TID_RELAY_DURATION","LAUFZEIT AKTIVIEREN"
"TID_RELAY_DURATION_DESCR","Dauer, in der die Weiterleitung in jedem abgedeckten Sektor aktiv ist."
"TID_RELAY_SHIPMENTS_PER_HOUR","WAREN PRO STUNDE"
"TID_RELAY_SHIPMENTS_PER_HOUR_DESCR","Die maximale Anzahl von Waren, die pro Stunde automatisch geliefert werden, für jeden Sektor mit aktiver Weiterleitung."
"TID_RELAY_ACTIVATE_PRICE","AKTIVIERUNGSKOSTEN"
"TID_RELAY_ACTIVATE_PRICE_DESCR","Die Anzahl der BR-Sternensplitter, die zur Aktivierung der Weiterleitung in einem Sektor benötigt werden."
"TID_RELAY_FRAGMENTS_STORED","GELAGERTE SPLITTER"
"TID_RELAY_FRAGMENTS_STORED_DESCR","Die Anzahl der BR-Sternensplitter, die derzeit auf der Station gelagert sind und für die Aktivierung zur Verfügung stehen."
"TID_RELAY_FRAGMENTS_MAX","MAXIMALE SPLITTER"
"TID_RELAY_FRAGMENTS_MAX_DESCR","Die maximale Anzahl der BR-Sternensplitter, die auf der Station gelagert werden können."
"TID_RELAY_MAX_SECTORS","MAXIMALE SEKTOREN"
"TID_RELAY_MAX_SECTORS_DESCR","Die maximale Anzahl von Sektoren, in denen die Weiterleitung gleichzeitig aktiv sein kann."
"TID_SPAWNER_DELAY","ERSCHAFFUNGSVERZÖGERUNG"
"TID_SPAWNER_DELAY_DESCR","Die Zeit, die ein Schiff für die Erschaffung benötigt, nachdem dieses Sprungtor erscheint."
"TID_SPAWNER_NUM_SPAWNED","SCHIFFE ERSCHAFFEN"
"TID_SPAWNER_NUM_SPAWNED_DESCR","Die Anzahl an Cerberus-Schiffen, die von diesem Sprungtor erschaffen werden."
"TID_SPAWNER_MAX_RADIUS","MAX. ERSCHAFFUNGSREICHWEITE"
"TID_SPAWNER_MAX_RADIUS_DESCR","Die maximale Entfernung vom Zentrum des Sprungtors, in der erschaffene Cerberus-Schiffe auftauchen können."
"TID_SPAWNER_PROGRESS","Schiffe werden erschaffen …"
"TID_EMP_RESIST","EMP-ABWEHR"
"TID_EMP_RESIST_DESCR","Deaktivierungsdauer wird um diese Prozentzahl herabgesetzt, wenn das EMP-Modul gegen dieses Schiff eingesetzt wird."
"TID_LEADERBOARDS_DLG_TITLE","RANGLISTEN"
"TID_LEADERBOARDS_DLG_TOP_PLAYERS","TOPSPIELER"
"TID_LEADERBOARDS_DLG_TOP_CORPS","TOPKONZERNE"
"TID_LEADERBOARDS_DIALOG_COLUMN_NAME","Name"
"TID_LEADERBOARD_SHIP_XP","EP"
"TID_SHIP_STAT_XP","EP"
"TID_SHIP_STAT_XP_INFO","Du erhältst EP, wenn du den Schlachtschiffen anderer Spieler auf WZ-Missionen Schaden zufügst."
"TID_SHIP_XP_EVENT_TITLE","SCHIFFRANGLISTEN-EREIGNIS"
"TID_SHIP_XP_EVENT_ENDS_IN","ENDET IN: {0}"
"TID_SHIP_XP_EVENT_INFO","Schicke deine Schlachtschiffe auf WZ-Missionen, um EP zu sammeln!\n\nDu erhältst EP, wenn du den Schlachtschiffen anderer Spieler Schaden zufügst. Zerstörte Schiffe werden von der Rangliste entfernt. Zerstörte Schiffe verlieren ihre gesammelten EP.\n\nDie Besitzer der besten Schlachtschiffe erhalten nach Abschluss des Ereignisses Kristalle:\n\nTop {3}: <quad class=''pc''> <color>{0}</color>\nTop {4}: <quad class=''pc''> <color>{1}</color>\nTop {5}: <quad class=''pc''> <color>{2}</color>"
"TID_SHIP_XP_EVENT_ENDED","EREIGNIS BEENDET"
"TID_SHIP_XP_EVENT_AWARD","Das Schlachtschiffranglisten-Ereignis ist beendet. Dein Schiff ist auf Platz {0} in der Rangliste. Du erhältst <quad class=''pc''> <c3>{1}</color>"
"TID_PRIVATE_RS_EVENT_TITLE","PRIVATES ROTER-RIESE-EREIGNIS"
"TID_PRIVATE_RS_EVENT_INFO","Erklimme mit deinem Konzern die Rangliste in privaten RR-Ereignissen! Jedes Mal, wenn ein privates RR-Ereignis endet, erhält dein Konzern Punkte entsprechend der Stufe des roten Riesens, der Zahl der gesammelten Artefakte und der zerstörten Cerberus-Schiffe.\n\nJedes Mitglied eines Konzerns, das sich nach Abschluss des Ereignisses an der Spitze befindet, erhält Kristalle:\n\nTop {3}: <quad class=''pc''> <color>{0}</color>\nTop {4}: <quad class=''pc''> <color>{1}</color>\nTop {5}: <quad class=''pc''> <color>{2}</color>"
"TID_PRIVATE_RS_EVENT_AWARD","Das private RR-Ereignis ist beendet! Dein Konzern ist auf Platz {0} in der Rangliste. Du erhältst <quad class=''pc''> <c3>{1}</color>"
"TID_PRIVATE_RS_EVENT_SEASON_START","SAISON {0} BEGINNT IN {1}"
"TID_BS_EVENT_SEASON","BR-SAISON {0}"
"TID_BS_EVENT_SEASON_ENDS","ENDET IN {0}"
"TID_BS_EVENT_INFO","Nimm an blauen Sternen teil, um Splitter zu verdienen und am Ende der Saison Kristall-Belohnungen zu erhalten.\n\nAlle Teilnehmer erhalten die folgenden Belohnungen, wenn sie am Ende der Saison eine bestimmte Splitteranzahl überschreiten:\n\n{0} oder mehr Splitter: <quad class=''pc''> <color>{3}</color>\n{1} oder mehr Splitter: <quad class=''pc''> <color>{4}</color>\n{2} oder mehr Splitter: <quad class=''pc''> <color>{5}</color>\n\nZusätzlich erhalten die Spieler, die sich am Ende des Ereignisses auf der Rangliste befinden, folgende Belohnungen:\n\nTop {6}: <quad class=''pc''> <color>{9}</color>\nTop {7}: <quad class=''pc''> <color>{10}</color>\nTop {8}: <quad class=''pc''> <color>{11}</color>"
"TID_WS_EVENT_SEASON","WZ-Saison {0}"
"TID_WS_EVENT_INFO","Nimm an weißen Zwergen teil, um abhängig von deiner Leistung Punkte zu verdienen und am Ende der Saison Kristall-Belohnungen zu erhalten.\n\nAlle Teilnehmer erhalten die folgenden Belohnungen, wenn sie am Ende der Saison eine bestimmte Punktzahl überschreiten:\n\n{0} oder mehr Punkte: <quad class=''pc''> <color>{3}</color>\n{1} oder mehr Punkte: <quad class=''pc''> <color>{4}</color>\n{2} oder mehr Punkte: <quad class=''pc''> <color>{5}</color>\n\nZusätzlich erhalten die Spieler, die sich am Ende des Ereignisses auf der Rangliste befinden, folgende Belohnungen:\n\nTop {6}: <quad class=''pc''> <color>{9}</color>\nTop {7}: <quad class=''pc''> <color>{10}</color>\nTop {8}: <quad class=''pc''> <color>{11}</color>"
"TID_LEADERBOARDS_SORT_BY_INFLUENCE","Nach Einfluss"
"TID_LEADERBOARDS_SORT_BY_FRAGMENTS","Nach Splittern"
"TID_LEADERBOARDS_SORT_BY_WS_SCORE","Nach WZ-Punktestand"
"TID_LEADERBOARDS_SORT_BY_RELICS","Nach Relikten"
"TID_LEADERBOARDS_SORT_BY_RS_SCORE","Nach Punktzahl für rote Riesen"
"TID_INFLUENCE_DECAY_INFO","Spieler auf dieser Rangliste verlieren nach jeweils drei Tagen ohne Sieg bei ihrem roten Riesen auf Maximalstufe 3 % ihres Einflusses."
"TID_BS_VIEW_LAST_SEASON","<a name=''last_season''>ERGEBNISSE SAISON {0}</a>"
"TID_BS_BACK_TO_CURRENT_SEASON","<a name=''current_season''>ZURÜCK ZU SAISON {0}</a>"
"TID_WS_VIEW_LAST_SEASON","<a name=''ws_last_season''>ERGEBNISSE SAISON {0}</a>"
"TID_WS_BACK_TO_CURRENT_SEASON","<a name=''ws_current_season''>ZURÜCK ZU SAISON {0}</a>"
"TID_IAP_DIALOG_TITLE","RESSOURCEN HINZUFÜGEN"
